S.no,Dealer Name,Fabrication Number,Product Sub Group,Warranty Type,Model,Customer Name,Fabrication Number,Location,OEM person,Model,ESN,Service data,Service HMR,Category,Segment,Service Engineer,Comm Date,,Inv Date,Latest Service Call,Aug-25,Sep-25,Oct-25,Nov-25,Dec-25,Jan-26,,Feb-26,DATE,HMR,LAST SERCICE DETAIL,HMR,Last service date,OF,AFC,AFE,AOS,VK,OF HMR,OF LAST SERVICE DATE,HMR of OF since last service,Days of OF  since last service,HMR DUE,AGEING DUE,AFC HMR,AFC SERVICE DATE,HMR of AFC since last service,Days of AFC  since last service,AFE HMR,AFE SERVICE DATE,HMR of AFE since last service,Days of AFE  since last service,AOS HMR,AOS DATE,HMR of AOS since last service,Days of AOS  since last service,VK HMR,VK DATE,HMR of VK since last service,Days of VK since last service,status,Shifted,Scrapped,Dealer Remarks,Oil R Date,AFC R Date,AFE R Date,MOF R Date,ROF R Date,AOS R Date,RGT R Date,1500 kit R Date,3000 kit R Date
,,BWBD163695,DPSAC - TROLLEY (C&M),Out of warranty,PG 500-175,PAWAN DAS & COMPANY,BWBD163695,#N/A,,,,,,A (100% potential spares purchased),,Debraj Manna,22-May-23,22-May-25,12-May-23,CC-01452952,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,05-02-2026,#N/A,0,0,01-11-2024,0,0,0,0,0,0,22-05-2023,#N/A,989,,,0,22-05-2023,#N/A,989,0,22-05-2023,#N/A,989,0,22-05-2023,#N/A,989,0,22-05-2023,#N/A,989,Active,,,Scrapped,06-Feb-24,06-Feb-24,06-Feb-24,31-Oct-24,31-Oct-24,31-Oct-24,,,
Warranty,B,BXKD164160,DPSAC - SKID (WW),In Standard Warranty,PG 575S-225,"YOGESH KUMAR DANGI,",BXKD164160,CHATRA,Samarjit,ALUW06DTI,PEHM116301,#N/A,#N/A,B (Below 100% potential spares purchased),"WW END CUSTOMER - 4½""                                                           ",Bikram  Sahoo,24-Feb-24,24-Feb-27,06-Feb-24,CC-01861303,,1770,1770,1770,1770,1770,1770,1770,05-02-2026,1770,0,0,20-06-2024,0,0,0,0,0,0,24-02-2024,1770,712,,,0,24-02-2024,1770,712,0,24-02-2024,1770,712,0,24-02-2024,1770,712,0,24-02-2024,1770,712,Active,,,0,19-Jun-24,19-Jun-24,19-Jun-24,19-Jun-24,19-Jun-24,,,,
Out of Warranty,A,BVFD163261,DPSAC - SKID (C&M),Out of warranty,PG 575-225 (SKID),JRR PROJECTS,BVFD163261,LODNA MORE,,,NGHM109909,,,A (100% potential spares purchased),MINING                                                                          ,Bikram  Sahoo,20-Feb-23,20-Feb-25,15-Sep-22,CC-01856796,,4250,,4475,4605,4793,0,4535,05-02-2026,4535,0,0,16-08-2024,0,0,0,0,0,0,20-02-2023,4535,1080,,,0,20-02-2023,4535,1080,0,20-02-2023,4535,1080,0,20-02-2023,4535,1080,0,20-02-2023,4535,1080,Active,,,Inactive,20-May-24,15-Aug-24,15-Aug-24,15-Aug-24,15-Aug-24,31-Jan-24,,31-Jan-24,
Warranty,B,BWID231694,DPSAC - SKID (C&M),In Standard Warranty,PG 1100,INDU EARTH MOVERS,BWID231694,"BARKAGAON,Hazaribag",cummins,NTA 855 C,25490505,#N/A,#N/A,B (Below 100% potential spares purchased),,Bikram  Sahoo,23-Jul-24,23-Jul-26,21-Dec-23,CC-01861181,,2085,2210,2275,2539,2629,2600,2630,05-02-2026,2630,0,1500,26-04-2025,0,0,0,0,0,0,23-07-2024,2630,562,,,0,23-07-2024,2630,562,0,23-07-2024,2630,562,0,23-07-2024,2630,562,0,23-07-2024,2630,562,Active,,,0,25-Apr-25,25-Apr-25,25-Apr-25,25-Apr-25,25-Apr-25,25-Apr-25,22-Jul-24,25-Apr-25,22-Jul-24
Out of Warranty,B,BVGD121497,DPSAC - TROLLEY (C&M),Out of warranty,PG 330-150,SHAILENDRA KUMAR SINGH,BVGD121497,"BEGUSARAI, BIHAR",,,NCHM117281,#N/A,#N/A,B (Below 100% potential spares purchased),,Bikram  Sahoo,11-Nov-22,11-Nov-24,21-Oct-22,CC-01859006,,4740,4740,4740,4740,4740,0,4740,05-02-2026,4740,0,0,08-07-2025,0,0,0,0,0,0,11-11-2022,4740,1182,,,0,11-11-2022,4740,1182,0,11-11-2022,4740,1182,0,11-11-2022,4740,1182,0,11-11-2022,4740,1182,Active,,,0,24-Mar-25,24-Mar-25,24-Mar-25,24-Mar-25,24-Mar-25,08-Jul-24,08-Jul-24,08-Jul-24,08-Jul-24
Out of Warranty,B,BWFD163931,DPSAC - SKID (C&M),Out of warranty,PG 575-225 (SKID),Alisha Sanitary And Hardware,BWFD163931,"BAGODAR,giridi",Amit,ALUW06DTI,PFHM116299,#N/A,#N/A,B (Below 100% potential spares purchased),DRILLING APPLICATION                                                            ,Bikram  Sahoo,20-Dec-23,20-Dec-25,26-Sep-23,CC-01860170,,1640,1660,1695,1701,1748,0,1710,05-02-2026,1710,0,0,26-11-2024,0,0,0,0,0,0,20-12-2023,1710,778,,,0,20-12-2023,1710,778,0,20-12-2023,1710,778,0,20-12-2023,1710,778,0,20-12-2023,1710,778,Active,,,0,25-Nov-24,25-Nov-24,25-Nov-24,25-Nov-24,25-Nov-24,19-Dec-23,19-Dec-23,19-Dec-23,19-Dec-23
,,BWID164043,DPSAC - TROLLEY (C&M),In Standard Warranty,PG 380-200 WITH 6BTA ENGINE,PRIME POWER - CRP000324,BWID164043,#N/A,,,,#N/A,#N/A,P1 - Asset will get commissioned within one year,Other Industry                                                                  ,Debraj Manna,#N/A,#N/A,22-Dec-23,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,05-02-2026,#N/A,0,No Service,NO Service,0,0,0,0,0,0,#N/A,#N/A,#N/A,,,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,Sold to Malesia,,,Out of Country,,,,,,,,,
Out of Warranty,A,BWKD163512,DPSAC - SKID (C&M),Out of warranty,PG 575-225 (SKID),JRR PROJECTS,BWKD163512,LODNA MORE,,,PNHM100728,,,A (100% potential spares purchased),MINING                                                                          ,Bikram  Sahoo,20-Mar-23,20-Mar-25,09-Feb-23,CC-01856800,,2915,,3135,3265,3453,0,3195,05-02-2026,3195,0,3090,24-10-2025,0,0,0,0,0,0,20-03-2023,3195,1053,,,0,20-03-2023,3195,1053,0,20-03-2023,3195,1053,0,20-03-2023,3195,1053,0,20-03-2023,3195,1053,Active,,,0,23-Oct-25,23-Oct-25,23-Oct-25,23-Oct-25,23-Oct-25,23-Oct-25,23-Oct-25,23-Oct-25,23-Oct-25
Warranty,B,BYLD164914,DPSAC - SKID (C&M),In Standard Warranty,PG 575-225 (SKID),S S CONSTRUCTION,BYLD164914,DHANBAD,Amit,ALUW06DTI,RBHM125245,#N/A,#N/A,B (Below 100% potential spares purchased),MINING                                                                          ,Bikram  Sahoo,27-Aug-25,27-Aug-27,17-Mar-25,CC-01845046,0,0,0,0,0,457,390,510,05-02-2026,510,0,516,02-03-2026,0,0,0,0,0,0,27-08-2025,510,162,,,0,27-08-2025,510,162,0,27-08-2025,510,162,0,27-08-2025,510,162,0,27-08-2025,510,162,Active,,,0,01-Mar-26,01-Mar-26,01-Mar-26,01-Mar-26,01-Mar-26,26-Aug-25,01-Mar-26,26-Aug-25,26-Aug-25
Warranty,B,BXED122035,DPSAC - TROLLEY (C&M),In Standard Warranty,PG 330-150,SHAILENDRA KUMAR SINGH,BXED122035,Bihar,ajay,ALUW04DTI,RGHM117486,,,B (Below 100% potential spares purchased),CONSTRUCTION                                                                    ,Bikram  Sahoo,20-Sep-24,20-Sep-26,29-Aug-24,CC-01789946,#N/A,#N/A,#N/A,#N/A,#N/A,2454,#N/A,#N/A,05-02-2026,#N/A,0,2374,15-12-2025,0,0,0,0,0,0,20-09-2024,#N/A,503,,,0,20-09-2024,#N/A,503,0,20-09-2024,#N/A,503,0,20-09-2024,#N/A,503,0,20-09-2024,#N/A,503,Active,malda,,"Shifted to Raniganj, WB ( MITRA COMMERCIAL & AUTOMOBILES LLP.)",14-Dec-25,14-Dec-25,14-Dec-25,14-Dec-25,14-Dec-25,03-Jun-25,19-Sep-24,03-Jun-25,19-Sep-24
Warranty,B,BXCD164420,DPSAC - SKID (C&M),In Standard Warranty,PG 575-225 (SKID),ABHISHEK SONI,BXCD164420,GIRIDIH,amit,ALUW06DTI,RLHM110198,21-06-2025,1589,B (Below 100% potential spares purchased),,Bikram  Sahoo,22-Jul-24,22-Jul-26,21-Jun-24,CC-01860732,,2270,2345,2390,2420,2604,0,2390,05-02-2026,2390,0,2346,23-10-2025,0,0,0,0,0,0,22-07-2024,2390,562,,,0,22-07-2024,2390,562,0,22-07-2024,2390,562,0,22-07-2024,2390,562,0,22-07-2024,2390,562,Active,,,0,22-Oct-25,22-Oct-25,22-Oct-25,22-Oct-25,22-Oct-25,08-Jun-25,08-Jun-25,08-Jun-25,21-Jul-24
Warranty,B,BXAD231960,DPSAC - SKID (WW),In Standard Warranty,PG 1100,INDU EARTH MOVERS,BXAD231960,"BARKAGAON,Hazaribag",cummins,NTA 855 C,25493810,#N/A,#N/A,B (Below 100% potential spares purchased),,Bikram  Sahoo,25-Aug-25,25-Aug-28,25-Apr-24,CC-01861794,,,130,355,383,522,497,947,05-02-2026,947,0,947,09-02-2026,0,0,0,0,0,0,25-08-2025,947,163,,,0,25-08-2025,947,163,0,25-08-2025,947,163,0,25-08-2025,947,163,0,25-08-2025,947,163,Active,,,0,08-Feb-26,08-Feb-26,08-Feb-26,08-Feb-26,08-Feb-26,08-Feb-26,24-Aug-25,24-Aug-25,24-Aug-25
Warranty,B,BYBL161686,EPSAC - TROLLEY,In Standard Warranty,PG 75E - 9.5 BAR,RADHA ENTERPRISES,BYBL161686,0,,NA,NA,#N/A,#N/A,B (Below 100% potential spares purchased),CONSTRUCTION                                                                    ,Bikram  Sahoo,14-Aug-25,14-Aug-27,19-Jun-25,CC-01861785,,,110,170,229,319,300,330,05-02-2026,330,0,No Service,NO Service,0,0,0,0,0,0,14-08-2025,330,174,,,0,14-08-2025,330,174,0,14-08-2025,330,174,0,14-08-2025,330,174,0,14-08-2025,330,174,Active,,,0,13-Aug-25,13-Aug-25,,13-Aug-25,13-Aug-25,13-Aug-25,13-Aug-25,13-Aug-25,13-Aug-25
Warranty,B,BXKD164219,DPSAC - SKID (C&M),In Standard Warranty,PG 575-225 (SKID),Jharkhand Borewells,BXKD164219,CHATRA,Samarjit,ALUW06DTI,RNHM105010,04-04-2025,736,B (Below 100% potential spares purchased),"WW END CUSTOMER - 4½"" & 6½""                                                     ",Bikram  Sahoo,25-Apr-24,25-Apr-26,29-Feb-24,CC-01860511,,1800,1900,2025,2143,2326,2265,2325,05-02-2026,2325,0,0,10-07-2024,0,0,0,0,0,0,25-04-2024,2325,651,,,0,25-04-2024,2325,651,0,25-04-2024,2325,651,0,25-04-2024,2325,651,0,25-04-2024,2325,651,Active,,,0,24-Apr-24,24-Apr-24,24-Apr-24,09-Jul-24,09-Jul-24,24-Apr-24,24-Apr-24,24-Apr-24,24-Apr-24
Warranty,B,BXCL153907,EPSAC - TROLLEY,In Standard Warranty,PG 37 E-7,greyhund engineering india pvt ltd,BXCL153907,DUMKA,Amit,NA,NA,#N/A,#N/A,B (Below 100% potential spares purchased),,Bikram  Sahoo,12-Dec-24,12-Dec-26,30-Nov-24,CC-01861345,,860,980,1140,1282,1512,1440,1515,05-02-2026,1515,0,0,08-07-2025,0,0,0,0,0,0,12-12-2024,1515,419,,,0,12-12-2024,1515,419,0,12-12-2024,1515,419,0,12-12-2024,1515,419,0,12-12-2024,1515,419,Active,,,0,11-Dec-24,07-Jul-25,,07-Jul-25,07-Jul-25,11-Dec-24,11-Dec-24,11-Dec-24,11-Dec-24
Out of Warranty,B,BXIS038530,EPSAC - SKID,Out of warranty,EG 75-10.5,HARI CONSTRUCTION & ASSOCIATED PVT. LTD.,BXIS038530,#N/A,,NA,NA,#N/A,#N/A,B (Below 100% potential spares purchased),,Bikram  Sahoo,28-Jan-25,28-Jan-27,31-Dec-24,CC-01823555,,650,650,,650,650,0,0,05-02-2026,650,0,No Service,NO Service,0,0,0,0,0,0,28-01-2025,650,372,,,0,28-01-2025,650,372,0,28-01-2025,650,372,0,28-01-2025,650,372,0,28-01-2025,650,372,Active,,,0,27-Jan-25,,,,,27-Jan-25,27-Jan-25,,
Warranty,B,BXHD164673,DPSAC - SKID (C&M),In Standard Warranty,PG 575-225 (SKID),AJAY KUMAR MAHTO,BXHD164673,CHATRA,Samarjit,ALUW06DTI,RDHM120530,08-05-2025,342,B (Below 100% potential spares purchased),,Bikram  Sahoo,03-Mar-25,03-Mar-27,29-Nov-24,CC-01861651,,950,1150,1275,1387,1572,1515,1575,05-02-2026,1575,0,0,30-06-2025,0,0,0,0,0,0,03-03-2025,1575,338,,,0,03-03-2025,1575,338,0,03-03-2025,1575,338,0,03-03-2025,1575,338,0,03-03-2025,1575,338,Active,,,0,02-Mar-25,29-Jun-25,29-Jun-25,29-Jun-25,29-Jun-25,02-Mar-25,12-Aug-25,02-Mar-25,02-Mar-25
Warranty,B,BXLL153793,EPSAC - TROLLEY,In Standard Warranty,PG 45 E-7,RANJEET KUMAR SINGH,BXLL153793,BEGUSARAI,Ajay,NA,NA,#N/A,#N/A,B (Below 100% potential spares purchased),"GUNNETING,SHOT BLASTING,PAINTI                                                  ",Bikram  Sahoo,06-Apr-24,06-Apr-26,19-Mar-24,CC-01860478,,1200,1225,1260,1290,1335,1320,1335,05-02-2026,1335,0,0,23-12-2024,0,0,0,0,0,0,06-04-2024,1335,670,,,0,06-04-2024,1335,670,0,06-04-2024,1335,670,0,06-04-2024,1335,670,0,06-04-2024,1335,670,Active,,,0,05-Apr-24,22-Dec-24,,22-Dec-24,22-Dec-24,05-Apr-24,05-Apr-24,15-Apr-24,05-Apr-24
Warranty,B,BXAD164317,DPSAC - SKID (C&M),In Standard Warranty,PG 575-225 (SKID),VANKATESHWARA ASSOCIATES,BXAD164317,"KEREDARI, HAZARIBAGH",Samarjit,ALUW06DTI,PMHM107384,#N/A,#N/A,B (Below 100% potential spares purchased),,Bikram  Sahoo,04-Jun-24,04-Jun-26,27-Apr-24,CC-01861271,,2995,3095,3200,3730,3928,3870,3930,05-02-2026,3930,0,3643,29-11-2025,0,0,0,0,0,0,04-06-2024,3930,611,,,0,04-06-2024,3930,611,0,04-06-2024,3930,611,0,04-06-2024,3930,611,0,04-06-2024,3930,611,Active,,,0,28-Nov-25,28-Nov-25,28-Nov-25,28-Nov-25,28-Nov-25,10-Oct-25,,09-Jan-25,10-Oct-25
Warranty,B,BXBD164346,DPSAC - SKID (C&M),In Standard Warranty,PG 575-225 (SKID),Jharkhand Work Shop,BXBD164346,CHAS BOKARO,Amit,ALUW06DTI,RMHM107388,27-05-2025,830,B (Below 100% potential spares purchased),MINING                                                                          ,Bikram  Sahoo,18-Nov-24,18-Nov-26,15-May-24,CC-01861326,,1045,1070,1100,1299,1394,1380,1395,05-02-2026,1395,0,1300,01-12-2025,0,0,0,0,0,0,18-11-2024,1395,444,,,0,18-11-2024,1395,444,0,18-11-2024,1395,444,0,18-11-2024,1395,444,0,18-11-2024,1395,444,Active,,,0,02-Dec-25,02-Dec-25,02-Dec-25,02-Dec-25,20-May-25,17-Nov-24,17-Nov-24,17-Nov-24,17-Nov-24
Warranty,B,BYFD165254,DPSAC - SKID (C&M),In Standard Warranty,PG 500-185,PURVI AGGREGATE SOLUTIONS PVT LTD,BYFD165254,KODERMA,Amit,ALUW06DTI,A9M06400,#N/A,#N/A,B (Below 100% potential spares purchased),,Bikram  Sahoo,30-Oct-25,30-Oct-27,29-Sep-25,CC-01849713,,,,,80,137,120,150,05-02-2026,150,0,No Service,NO Service,0,0,0,0,0,0,30-10-2025,150,97,,,0,30-10-2025,150,97,0,30-10-2025,150,97,0,30-10-2025,150,97,0,30-10-2025,150,97,Active,,,0,29-Oct-25,29-Oct-25,29-Oct-25,29-Oct-25,29-Oct-25,29-Oct-25,29-Oct-25,29-Oct-25,29-Oct-25
Warranty,B,BXFD164599,DPSAC - SKID (C&M),In Standard Warranty,PG 550S-200,BHUNESHWAR SHARMA CONSTRUCTION,BXFD164599,GIRIDIH,Amit,ALUW06DTI,RGHM117185,#N/A,#N/A,B (Below 100% potential spares purchased),,Bikram  Sahoo,15-Oct-24,15-Oct-26,19-Sep-24,CC-01861289,,1025,1125,1160,1194,1239,1225,1240,05-02-2026,1240,0,500,28-04-2025,0,0,0,0,0,0,15-10-2024,1240,477,,,0,15-10-2024,1240,477,0,15-10-2024,1240,477,0,15-10-2024,1240,477,0,15-10-2024,1240,477,Active,,,0,27-Apr-25,27-Apr-25,27-Apr-25,27-Apr-25,14-Oct-24,14-Oct-24,14-Oct-24,14-Oct-24,14-Oct-24
Warranty,B,BXHD164701,DPSAC - SKID (C&M),In Standard Warranty,PG 575-225 (SKID),JMD RIG SERVICE,BXHD164701,"BALIAPUR ROAD, DHANBAD",Amit,ALUW06DTI,RBHM123249,13-09-2025,1374,B (Below 100% potential spares purchased),,Bikram  Sahoo,10-Feb-25,10-Feb-27,31-Dec-24,CC-01861435,,1350,1555,1650,1713,2101,1800,1845,05-02-2026,1845,0,2073,14-01-2026,0,0,0,0,0,0,10-02-2025,1845,360,,,0,10-02-2025,1845,360,0,10-02-2025,1845,360,0,10-02-2025,1845,360,0,10-02-2025,1845,360,Active,,,0,13-Jan-26,13-Jan-26,13-Jan-26,13-Jan-26,12-Sep-25,13-Jan-26,09-Feb-25,13-Jan-26,09-Feb-25
Warranty,B,BXCD164422,DPSAC - SKID (C&M),In Standard Warranty,PG 575-225 (SKID),SMR BOREWELL,BXCD164422,"GOVINDPUR, PHUSHRO,Bokaro",Amit,ALUW06DTI,RLHM110200,08-08-2025,998,B (Below 100% potential spares purchased),DRILLING APPLICATION                                                            ,Bikram  Sahoo,14-Aug-24,14-Aug-26,26-Jun-24,CC-01861225,,1002,1205,1370,1436,1643,1600,1613,05-02-2026,1613,0,1613,02-02-2026,0,0,0,0,0,0,14-08-2024,1613,540,,,0,14-08-2024,1613,540,0,14-08-2024,1613,540,0,14-08-2024,1613,540,0,14-08-2024,1613,540,Active,,,0,01-Feb-26,01-Feb-26,01-Feb-26,01-Feb-26,01-Feb-26,01-Feb-26,01-Feb-26,01-Feb-26,13-Aug-24
Warranty,B,BXHD232326,DPSAC - SKID (WW),In Standard Warranty,PG1500S-COMBO 400 (INTL),EE  CGWB DIV- V Ranchi,BXHD232326,"HATIA, RANCHI",cummins,KTA 19 C,25499271,#N/A,#N/A,B (Below 100% potential spares purchased),,Bikram  Sahoo,03-Apr-25,03-Apr-28,04-Feb-25,CC-01861660,,85,110,160,174,177,176,178,05-02-2026,178,0,178,04-02-2026,0,0,0,0,0,0,03-04-2025,178,308,,,0,03-04-2025,178,308,0,03-04-2025,178,308,0,03-04-2025,178,308,0,03-04-2025,178,308,Active,,,0,04-Feb-26,02-Apr-25,02-Apr-25,02-Apr-25,02-Apr-25,02-Apr-25,02-Apr-25,02-Apr-25,02-Apr-25
Warranty,B,BXID164748,DPSAC - SKID (C&M),In Standard Warranty,PG 500-185,SHIV KUMAR SAHU,BXID164748,"SIMDEGA,Gumla",Samarjit,ALUW06DTI,RBHM124494,30-12-2024,8,B (Below 100% potential spares purchased),,Bikram  Sahoo,28-Dec-24,28-Dec-26,13-Dec-24,CC-01861400,,330,330,330,330,330,330,330,05-02-2026,330,0,No Service,NO Service,0,0,0,0,0,0,28-12-2024,330,404,,,0,28-12-2024,330,404,0,28-12-2024,330,404,0,28-12-2024,330,404,0,28-12-2024,330,404,Active,,,0,27-Dec-24,27-Dec-24,27-Dec-24,27-Dec-24,27-Dec-24,27-Dec-24,27-Dec-24,27-Dec-24,27-Dec-24
Warranty,B,BXAL153828,EPSAC - TROLLEY,In Standard Warranty,PG 45 E-7,SHREE JAY HANUMAN CONTRACTORS,BXAL153828,"BEGUSARAI, BIHAR",Ajay,NA,NA,#N/A,#N/A,B (Below 100% potential spares purchased),,Bikram  Sahoo,29-Oct-24,29-Oct-26,31-May-24,CC-01861317,,565,590,620,649,694,680,695,05-02-2026,695,0,537,14-08-2025,0,0,0,0,0,0,29-10-2024,695,464,,,0,29-10-2024,695,464,0,29-10-2024,695,464,0,29-10-2024,695,464,0,29-10-2024,695,464,Active,,,0,13-Aug-25,13-Aug-25,,13-Aug-25,13-Aug-25,,,,
Out of Warranty,B,BXKS035317,EPSAC - TROLLEY,In Standard Warranty,PG 22EN-7 V2 TROLLEY MOUNTED,L&T Ltd. Construction,BXKS035317,#N/A,,NA,NA,#N/A,#N/A,B (Below 100% potential spares purchased),,Bikram  Sahoo,09-Mar-24,09-Mar-26,27-Feb-24,CC-01860423,,210,210,210,210,210,210,210,05-02-2026,210,0,No Service,NO Service,0,0,0,0,0,0,09-03-2024,210,698,,,0,09-03-2024,210,698,0,09-03-2024,210,698,0,09-03-2024,210,698,0,09-03-2024,210,698,Active,,,0,08-Mar-24,08-Mar-24,,08-Mar-24,08-Mar-24,08-Mar-24,08-Mar-24,08-Mar-24,08-Mar-24
Warranty,B,BXAD231957,DPSAC - SKID (WW),In Standard Warranty,PG 1250,VEERAPAN SPRS,BXAD231957,"BARWADA, DHANBAD",cummins,NTA 855 C,25493862,16-12-2025,1469,B (Below 100% potential spares purchased),,Bikram  Sahoo,29-Jun-24,29-Jun-27,24-Apr-24,CC-01860628,,1350,1400,1400,1400,,1505,1535,05-02-2026,1535,0,1272,05-06-2025,0,0,0,0,0,0,29-06-2024,1535,586,,,0,29-06-2024,1535,586,0,29-06-2024,1535,586,0,29-06-2024,1535,586,0,29-06-2024,1535,586,Active,,,0,04-Jun-25,04-Jun-25,26-Jan-25,04-Jun-25,04-Jun-25,04-Jun-25,28-Jun-24,28-Jun-24,28-Jun-24
Warranty,B,BYEL161723,EPSAC - TROLLEY,In Standard Warranty,PG 55E - 9.5 BAR,UDAY ENGINEERING WORKS,BYEL161723,"IOCL REFINARY, BARAUNI, BIHAR",ajay,NA,NA,#N/A,#N/A,B (Below 100% potential spares purchased),CONSTRUCTION                                                                    ,Bikram  Sahoo,06-Sep-25,06-Sep-27,21-Aug-25,CC-01861805,,25,180,305,367,403,395,410,05-02-2026,410,0,No Service,NO Service,0,0,0,0,0,0,06-09-2025,410,152,,,0,06-09-2025,410,152,0,06-09-2025,410,152,0,06-09-2025,410,152,0,06-09-2025,410,152,Active,,,0,05-Sep-25,05-Sep-25,,05-Sep-25,05-Sep-25,05-Sep-25,05-Sep-25,05-Sep-25,05-Sep-25
Warranty,B,BXKD164206,DPSAC - SKID (C&M),In Standard Warranty,PG 575-225 (SKID),SHIV MINING DRILLING,BXKD164206,"JINAGORA, JHARIA",amit,ALUW06DTI,RPHM102149,07-12-2024,1550,B (Below 100% potential spares purchased),MINING                                                                          ,Bikram  Sahoo,31-Mar-24,31-Mar-26,27-Feb-24,CC-01860486,,3765,4610,4675,5199,5581,5480,5510,05-02-2026,5510,0,5574,10-03-2026,0,0,0,0,0,0,31-03-2024,5510,675,,,0,31-03-2024,5510,675,0,31-03-2024,5510,675,0,31-03-2024,5510,675,0,31-03-2024,5510,675,Active,,,0,19-Jan-26,19-Jan-26,19-Jan-26,19-Jan-26,19-Jan-26,25-Sep-25,19-Jan-26,25-Sep-25,25-Sep-25
Warranty,B,BXLD164272,DPSAC - SKID (C&M),In Standard Warranty,PG 575-225 (SKID),G S ENTERPRISES,BXLD164272,"AMRAPALI, TANDWA",samarjit,ALUW06DTI,RMHM107393,03-06-2024,425,B (Below 100% potential spares purchased),,Bikram  Sahoo,08-Jun-24,08-Jun-26,12-Apr-24,CC-01860605,,1760,1760,1760,1760,1891,1830,1890,05-02-2026,1890,0,1773,24-12-2025,0,0,0,0,0,0,08-06-2024,1890,607,,,0,08-06-2024,1890,607,0,08-06-2024,1890,607,0,08-06-2024,1890,607,0,08-06-2024,1890,607,Active,,,0,23-Dec-25,23-Dec-25,23-Dec-25,23-Dec-25,23-Dec-25,23-Dec-25,07-Jun-24,23-Dec-25,23-Dec-25
Warranty,B,BXHD232312,DPSAC - SKID (C&M),In Standard Warranty,PG 1100,SADGURU SAI DRILLERS,BXHD232312,PAKUR,cummins,NTA 855 C,25498452,01-02-2026,2015,B (Below 100% potential spares purchased),,Bikram  Sahoo,30-Dec-24,30-Dec-26,05-Dec-24,CC-01861620,,1180,1270,1395,1675,1915,1800,1920,05-02-2026,1920,0,2262,26-02-2026,0,0,0,0,0,0,30-12-2024,1920,401,,,0,30-12-2024,1920,401,0,30-12-2024,1920,401,0,30-12-2024,1920,401,0,30-12-2024,1920,401,Active,,,0,25-Feb-26,25-Feb-26,25-Dec-25,25-Feb-26,25-Feb-26,24-Nov-25,,25-Nov-25,
Warranty,B,BXBD164358,DPSAC - SKID (C&M),In Standard Warranty,PG 575-225 (SKID),SHIV MINING DRILLING,BXBD164358,JHARIA,amit,ALUW06DTI,RLHM109264,20-09-2025,2013,B (Below 100% potential spares purchased),MINING                                                                          ,Bikram  Sahoo,01-Apr-25,01-Apr-27,22-May-24,CC-01861525,,1970,2095,2220,2817,3402,3345,3405,05-02-2026,3405,0,3488,09-03-2026,0,0,0,0,0,0,01-04-2025,3405,310,,,0,01-04-2025,3405,310,0,01-04-2025,3405,310,0,01-04-2025,3405,310,0,01-04-2025,3405,310,Active,,,0,26-Jan-26,26-Jan-26,26-Jan-26,26-Jan-26,26-Jan-26,26-Jan-26,26-Jan-26,26-Jan-26,26-Jan-26
Warranty,B,BXKD121877,DPSAC - TROLLEY (C&M),In Standard Warranty,PG 430-100,MITHLESH MAHALDAR,BXKD121877,BHAGALPUR,ajay,ALUW04DTI,PCHM123125,#N/A,#N/A,B (Below 100% potential spares purchased),CONSTRUCTION                                                                    ,Bikram  Sahoo,02-Apr-24,02-Apr-26,05-Mar-24,CC-01860453,,510,510,510,510,510,510,510,05-02-2026,510,0,No Service,NO Service,0,0,0,0,0,0,02-04-2024,510,673,,,0,02-04-2024,510,673,0,02-04-2024,510,673,0,02-04-2024,510,673,0,02-04-2024,510,673,Active,,,0,01-Apr-24,01-Apr-24,01-Apr-24,01-Apr-24,01-Apr-24,01-Apr-24,01-Apr-24,01-Apr-24,01-Apr-24
Warranty,B,BXCD164464,DPSAC - SKID (C&M),In Standard Warranty,PG 500-185,THE MULTI TRADE CORPORATION,BXCD164464,"HARDAG,Ranchi",Samarjit,ALUW06DTI,RJHM114049,19-12-2024,361,B (Below 100% potential spares purchased),,Bikram  Sahoo,15-Jul-24,15-Jul-26,03-Jul-24,CC-01860656,,625,625,625,625,625,625,625,05-02-2026,625,0,No Service,NO Service,0,0,0,0,0,0,15-07-2024,625,569,,,0,15-07-2024,625,569,0,15-07-2024,625,569,0,15-07-2024,625,569,0,15-07-2024,625,569,Active,,,0,14-Jul-24,14-Jul-24,14-Jul-24,14-Jul-24,14-Jul-24,14-Jul-24,14-Jul-24,14-Jul-24,14-Jul-24
